#name ra dec peak peak_sigma pol_flux_density pol_flux_density_sigma pol_angle pol_angle_sigma
AT20GJ131238-772412 198.161 -77.404 150 8 <14 - <9.4 -
AT20GJ131250-042449 198.212 -4.414 276 13 <6 - <2.2 -
AT20GJ131301-272232 198.258 -27.376 355 23 <14 - <4.0 -
AT20GJ131306-400856 198.278 -40.149 70 4 <6 - <8.6 -
AT20GJ131313-804221 198.305 -80.706 40 2 <6 - <14.9 -
AT20GJ131423-212950 198.599 -21.497 290 15 <11 - <3.7 -
AT20GJ131426-451712 198.609 -45.287 98 4 <6 - <6.1 -
AT20GJ131504-533436 198.768 -53.577 865 43 <14 - <1.6 -
AT20GJ131608-333858 199.034 -33.650 1497 73 50 4 3.3 -30
AT20GJ131633-302530 199.138 -30.425 180 9 <7 - <4.2 -
AT20GJ131726-203138 199.359 -20.527 101 7 <8 - <8.1 -
AT20GJ131736-134531 199.402 -13.759 323 16 <6 - <1.9 -
AT20GJ131739-452219 199.415 -45.372 138 7 <12 - <8.9 -
AT20GJ131808-173536 199.534 -17.594 88 6 <7 - <7.5 -
AT20GJ131829-462035 199.624 -46.343 70 2 - - - -
AT20GJ131833-060723 199.640 -6.123 246 12 <6 - <2.4 -
AT20GJ131852-451605 199.721 -45.268 68 4 <6 - <8.8 -
AT20GJ131856-180740 199.737 -18.128 87 6 <7 - <7.9 -
AT20GJ131912-121731 199.800 -12.292 338 16 <6 - <1.8 -
AT20GJ131931-123925 199.881 -12.657 149 8 <12 - <7.8 -
AT20GJ131938-004939 199.912 -0.828 408 20 36 2 8.9 -45
AT20GJ131949-272437 199.958 -27.410 54 4 <10 - <18.2 -
AT20GJ132030-410058 200.125 -41.016 84 4 <7 - <8.3 -
AT20GJ132112-434216 200.303 -43.705 705 35 <7 - <1.1 -
AT20GJ132114-263610 200.308 -26.603 624 31 <11 - <1.8 -
AT20GJ132130-001403 200.375 -0.234 79 3 <9 - <11.5 -
AT20GJ132156-591853 200.487 -59.315 143 7 9 1 5.9 -86
AT20GJ132219-060619 200.583 -6.105 58 3 <8 - <13.5 -
AT20GJ132226-841933 200.612 -84.326 128 7 <12 - <9.6 -
AT20GJ132230-141853 200.626 -14.315 65 3 <10 - <14.9 -
AT20GJ132236-093655 200.654 -9.615 1277 56 31 4 2.4 15
AT20GJ132243-161725 200.682 -16.290 65 4 <8 - <12.5 -
AT20GJ132245-265815 200.691 -26.971 59 4 <11 - <17.9 -
AT20GJ132253-653220 200.724 -65.539 489 24 25 2 5.1 51
AT20GJ132304-445233 200.768 -44.876 247 12 <9 - <3.6 -
AT20GJ132304-384900 200.768 -38.817 195 10 <6 - <3.2 -
AT20GJ132317-340711 200.821 -34.120 156 8 <14 - <9.2 -
AT20GJ132317-031816 200.825 -3.305 82 4 <6 - <7.3 -
AT20GJ132319-303805 200.831 -30.635 252 11 <11 - <4.2 -
AT20GJ132330-080621 200.877 -8.106 132 7 <6 - <4.5 -
AT20GJ132340-410123 200.920 -41.023 156 8 <9 - <5.8 -
AT20GJ132345-365336 200.941 -36.894 93 5 <11 - <12.0 -
AT20GJ132402-123159 201.011 -12.533 46 2 <13 - <28.0 -
AT20GJ132412-323535 201.050 -32.593 127 7 <14 - <11.3 -
AT20GJ132425-104924 201.107 -10.823 549 27 17 3 3.0 -14
AT20GJ132507-430201 201.281 -43.034 351 10 19 4 5.7 86
AT20GJ132512-111739 201.304 -11.294 92 5 <7 - <7.8 -
AT20GJ132516-784007 201.317 -78.669 73 4 <6 - <8.2 -
AT20GJ132522-580837 201.344 -58.144 66 3 <6 - <9.1 -
AT20GJ132527-430104 201.365 -43.018 28350 - - - - -
AT20GJ132629-675842 201.624 -67.978 64 3 <6 - <12.0 -
AT20GJ132649-525623 201.705 -52.940 2061 103 <21 - <1.0 -
AT20GJ132650-170833 201.712 -17.143 190 10 <11 - <5.5 -
AT20GJ132654-050103 201.727 -5.018 72 4 <14 - <19.3 -
AT20GJ132711-865949 201.798 -86.997 43 2 <6 - <13.9 -
AT20GJ132723-572922 201.849 -57.490 47 2 <6 - <12.7 -
AT20GJ132733-075842 201.889 -7.978 112 6 <8 - <7.5 -
AT20GJ132736-421431 201.900 -42.242 133 7 <10 - <7.7 -
AT20GJ132744-191108 201.935 -19.186 47 3 <9 - <19.6 -
AT20GJ132839-750858 202.163 -75.150 146 8 <8 - <5.7 -
AT20GJ132901-560802 202.255 -56.134 921 46 <12 - <1.3 -
AT20GJ132920-264022 202.336 -26.673 101 6 <9 - <9.2 -
AT20GJ133007-214201 202.529 -21.700 132 8 <6 - <4.5 -
AT20GJ133007-205616 202.533 -20.938 130 9 <7 - <5.5 -
AT20GJ133010-700313 202.546 -70.054 336 17 <11 - <3.1 -
AT20GJ133011-405433 202.546 -40.909 63 2 - - - -
AT20GJ133019-312257 202.580 -31.383 415 21 <13 - <3.3 -
AT20GJ133041-370711 202.674 -37.120 75 4 <9 - <11.6 -
AT20GJ133111-263910 202.799 -26.653 184 12 <6 - <3.3 -
AT20GJ133129-034115 202.872 -3.688 201 10 <6 - <3.0 -
AT20GJ133144-274946 202.935 -27.829 65 4 <12 - <18.1 -
AT20GJ133154-192936 202.977 -19.493 91 6 <7 - <7.6 -
AT20GJ133155-600027 202.981 -60.008 168 9 <11 - <6.2 -
AT20GJ133157-423057 202.988 -42.516 91 5 <6 - <6.6 -
AT20GJ133204-050944 203.019 -5.162 684 33 15 2 2.1 -46
AT20GJ133230-140213 203.129 -14.037 165 8 <6 - <3.6 -
AT20GJ133232-255945 203.133 -25.996 120 8 <6 - <5.0 -
AT20GJ133237-664650 203.156 -66.781 199 10 11 3 5.4 -47
AT20GJ133239-125616 203.164 -12.938 381 18 6 1 1.7 7
AT20GJ133254-662826 203.226 -66.474 68 4 <6 - <8.8 -
AT20GJ133335-330530 203.400 -33.092 116 5 <10 - <10.4 -
AT20GJ133339-235624 203.413 -23.940 330 22 <7 - <2.3 -
AT20GJ133345-195040 203.439 -19.845 389 26 14 1 3.7 -1
AT20GJ133350-111251 203.460 -11.214 112 6 <6 - <5.4 -
AT20GJ133404-115014 203.517 -11.837 390 20 9 1 2.3 82
AT20GJ133520-391145 203.836 -39.196 107 5 <8 - <7.8 -
AT20GJ133539-574539 203.913 -57.761 60 2 <6 - <10.0 -
AT20GJ133556-051140 203.986 -5.195 233 12 <6 - <2.6 -
AT20GJ133608-082952 204.035 -8.498 591 29 <6 - <1.0 -
AT20GJ133616-581720 204.067 -58.289 124 6 <6 - <4.8 -
AT20GJ133634-152948 204.142 -15.497 282 19 20 2 7.1 -42
AT20GJ133634-185242 204.143 -18.878 160 10 <6 - <3.7 -
AT20GJ133635-171726 204.149 -17.291 135 9 <7 - <4.9 -
AT20GJ133639-335756 204.163 -33.966 323 14 <12 - <3.8 -
AT20GJ133654-053443 204.229 -5.579 106 5 <6 - <5.7 -
AT20GJ133704-730630 204.269 -73.108 56 1 - - - -
AT20GJ133719-060146 204.332 -6.029 165 8 <6 - <3.6 -
AT20GJ133737-181140 204.407 -18.195 162 11 <6 - <3.7 -
AT20GJ133739-125724 204.416 -12.957 6060 286 158 6 2.6 34
AT20GJ133752-650925 204.469 -65.157 573 28 24 2 4.1 28
AT20GJ133755-482158 204.483 -48.366 190 10 <6 - <3.3 -
AT20GJ133807-062710 204.533 -6.453 216 11 6 1 3.0 9
AT20GJ133901-240112 204.757 -24.020 309 20 <10 - <3.2 -
AT20GJ133907-063704 204.780 -6.618 200 10 <6 - <3.0 -
AT20GJ133917-181904 204.823 -18.318 109 7 <7 - <6.6 -
AT20GJ133919-262030 204.833 -26.342 380 25 <7 - <1.9 -
AT20GJ133934-672251 204.896 -67.381 73 3 <6 - <8.2 -
AT20GJ134004-013745 205.020 -1.629 462 23 7 1 1.6 -87
AT20GJ134126-592659 205.362 -59.450 98 5 7 1 7.1 -57
AT20GJ134130-402327 205.375 -40.391 147 8 12 4 8.2 36
AT20GJ134204-205128 205.520 -20.858 524 33 33 2 6.3 48
AT20GJ134206-324046 205.527 -32.680 174 9 <12 - <6.7 -
AT20GJ134213-582758 205.556 -58.466 139 7 <6 - <4.3 -
AT20GJ134217-290048 205.573 -29.013 454 26 <12 - <2.6 -
AT20GJ134220-301016 205.585 -30.171 51 2 - - - -
AT20GJ134229-740728 205.625 -74.125 69 3 <6 - <8.7 -
AT20GJ134244-644253 205.685 -64.715 63 3 <6 - <9.5 -
AT20GJ134337-174754 205.906 -17.799 355 23 <6 - <1.7 -
AT20GJ134351-765810 205.965 -76.969 55 3 <6 - <10.9 -
AT20GJ134354-373353 205.977 -37.565 88 4 <11 - <13.0 -
AT20GJ134414-172342 206.060 -17.395 378 24 17 1 4.5 -2
AT20GJ134423-365628 206.099 -36.941 66 4 <12 - <18.2 -
AT20GJ134426-185744 206.111 -18.962 64 4 <8 - <12.6 -
AT20GJ134456-842111 206.235 -84.353 50 3 <6 - <12.0 -
AT20GJ134458-661022 206.244 -66.173 92 4 <6 - <7.8 -
AT20GJ134502-535142 206.262 -53.862 67 1 - - - -
AT20GJ134511-693651 206.299 -69.614 156 7 <6 - <4.0 -
AT20GJ134537-005706 206.406 -0.952 124 6 7 2 5.8 62
AT20GJ134551-301504 206.465 -30.251 165 8 <10 - <6.0 -
AT20GJ134624-375816 206.601 -37.971 71 4 <11 - <14.8 -
AT20GJ134639-602201 206.663 -60.367 68 4 - - - -
AT20GJ134649-602430 206.705 -60.408 8890 430 - - - -
AT20GJ134731-215649 206.882 -21.947 73 5 <16 - <21.4 -
AT20GJ134740-375037 206.919 -37.844 165 7 <11 - <6.6 -
AT20GJ134803-494213 207.014 -49.704 44 2 - - - -
AT20GJ134823-204937 207.099 -20.827 63 4 <16 - <24.9 -
AT20GJ134859-170406 207.247 -17.068 61 4 <7 - <11.3 -
AT20GJ134903-111001 207.264 -11.167 270 13 <6 - <2.2 -
AT20GJ134907-513128 207.281 -51.525 68 3 <6 - <8.9 -
AT20GJ134920-305625 207.335 -30.940 237 10 <15 - <6.3 -
AT20GJ134924-233431 207.353 -23.575 113 8 <6 - <5.6 -
AT20GJ134928-704847 207.368 -70.813 59 3 <6 - <10.2 -
AT20GJ134951-392251 207.463 -39.381 96 5 <9 - <9.1 -
AT20GJ135014-220441 207.559 -22.078 137 9 <6 - <4.4 -
AT20GJ135036-163449 207.651 -16.580 186 12 <6 - <3.2 -
AT20GJ135107-541209 207.782 -54.203 167 8 <6 - <3.6 -
AT20GJ135119-860600 207.832 -86.100 60 3 <6 - <10.0 -
AT20GJ135132-263319 207.887 -26.555 48 3 <7 - <14.5 -
AT20GJ135146-291217 207.945 -29.205 277 18 18 2 6.4 -71
AT20GJ135147-225019 207.947 -22.839 72 5 <13 - <17.4 -
AT20GJ135148-595815 207.952 -59.971 80 4 <6 - <7.5 -
AT20GJ135152-144914 207.969 -14.821 780 39 <8 - <1.0 -
AT20GJ135155-344227 207.982 -34.708 163 8 <7 - <4.6 -
AT20GJ135210-264927 208.043 -26.824 206 14 <8 - <4.1 -
AT20GJ135228-274506 208.117 -27.752 120 8 <9 - <7.8 -
AT20GJ135248-415029 208.201 -41.842 306 15 19 3 6.3 22
AT20GJ135303-875108 208.266 -87.852 165 8 <6 - <3.6 -
AT20GJ135256-441240 208.236 -44.211 412 21 <12 - <2.9 -
AT20GJ135316-472055 208.320 -47.349 60 3 <8 - <14.1 -
AT20GJ135326-650622 208.360 -65.106 66 3 <6 - <9.0 -
AT20GJ135356-663050 208.487 -66.514 394 20 <10 - <2.5 -
AT20GJ135407-020604 208.529 -2.101 585 28 9 2 1.5 -80
AT20GJ135419-364835 208.581 -36.810 141 7 <14 - <9.8 -
AT20GJ135430-235749 208.626 -23.964 101 6 <6 - <5.9 -
AT20GJ135444-735342 208.687 -73.895 189 10 <14 - <7.3 -
AT20GJ135446-104103 208.694 -10.684 886 42 12 2 1.4 19
AT20GJ135532-523643 208.886 -52.612 183 9 <6 - <3.3 -
AT20GJ135532-301435 208.886 -30.243 98 4 <10 - <9.8 -
AT20GJ135536-521504 208.901 -52.251 56 1 - - - -
AT20GJ135547-370956 208.950 -37.166 106 5 <11 - <9.9 -
AT20GJ135601-600127 209.005 -60.024 45 1 - - - -
AT20GJ135605-342111 209.022 -34.353 431 21 <13 - <3.1 -
AT20GJ135607-172433 209.029 -17.409 239 16 <8 - <3.3 -
AT20GJ135611-441553 209.046 -44.265 46 2 - - - -
AT20GJ135653-175153 209.224 -17.865 69 3 <9 - <22.4 -
AT20GJ135658-761944 209.245 -76.329 52 1 - - - -
AT20GJ135702-140539 209.259 -14.094 85 4 7 1 9.1 47
AT20GJ135706-174403 209.276 -17.734 403 26 18 2 4.5 4
AT20GJ135711-152729 209.297 -15.458 551 36 <6 - <1.1 -
AT20GJ135733-532136 209.389 -53.360 52 2 <6 - <11.5 -
AT20GJ135800-382115 209.503 -38.354 144 7 <11 - <7.7 -
AT20GJ135838-214854 209.659 -21.815 113 8 <6 - <5.3 -
AT20GJ135850-070401 209.711 -7.067 88 4 <6 - <6.8 -
AT20GJ135851-652319 209.715 -65.389 92 5 <6 - <6.8 -
AT20GJ135955-234758 209.982 -23.800 63 4 <9 - <13.9 -
AT20GJ140003-185810 210.017 -18.970 297 20 <6 - <2.0 -
AT20GJ140041-560455 210.175 -56.082 183 1 - - - -
AT20GJ140059-352503 210.246 -35.418 45 2 - - - -
AT20GJ140105-091631 210.272 -9.275 299 14 <6 - <2.0 -
AT20GJ140129-493214 210.373 -49.537 136 4 <11 - <14.6 -
AT20GJ140132-212642 210.386 -21.445 86 6 <9 - <10.1 -
AT20GJ140134-300437 210.395 -30.077 170 9 <12 - <7.2 -
AT20GJ140142-355951 210.429 -35.998 65 3 <10 - <15.2 -
AT20GJ140202-282226 210.510 -28.374 306 20 7 2 2.4 32
AT20GJ140238-560516 210.662 -56.088 83 1 - - - -
AT20GJ140240-360350 210.667 -36.064 51 2 - - - -
AT20GJ140245-182556 210.691 -18.432 192 12 <7 - <3.6 -
AT20GJ140248-184048 210.703 -18.680 195 13 14 2 7.1 83
AT20GJ140257-664031 210.739 -66.675 72 4 <6 - <8.3 -
AT20GJ140349-354746 210.957 -35.796 125 7 <13 - <10.8 -
AT20GJ140412-001325 211.051 -0.224 346 17 <7 - <2.1 -
AT20GJ140420-295210 211.087 -29.870 46 3 <7 - <16.3 -
AT20GJ140438-153850 211.162 -15.647 70 3 <13 - <18.8 -
AT20GJ140445-013022 211.191 -1.506 248 12 <6 - <2.4 -
AT20GJ140454-462640 211.225 -46.445 88 4 <8 - <9.5 -
AT20GJ140528-690401 211.368 -69.067 191 10 <8 - <4.1 -
AT20GJ140532-144016 211.386 -14.671 166 7 <7 - <4.0 -
AT20GJ140541-390718 211.423 -39.122 110 6 <10 - <9.3 -
AT20GJ140544-533503 211.437 -53.584 63 2 <6 - <9.5 -
AT20GJ140557-565942 211.488 -56.995 64 1 - - - -
AT20GJ140600-084807 211.502 -8.802 438 22 <6 - <1.4 -
AT20GJ140610-070705 211.545 -7.118 781 39 9 2 1.2 -44
AT20GJ140621-313339 211.590 -31.561 67 3 - - - -
AT20GJ140729-270105 211.874 -27.018 202 13 <6 - <3.0 -
AT20GJ140739-430231 211.915 -43.042 261 13 <13 - <4.8 -
AT20GJ140754-343128 211.979 -34.525 107 6 <8 - <7.3 -
AT20GJ140809-265902 212.038 -26.984 50 4 <15 - <29.5 -
AT20GJ140826-571253 212.109 -57.215 387 19 <11 - <2.9 -
AT20GJ140829-300423 212.124 -30.073 143 8 <12 - <8.4 -
AT20GJ140832-241017 212.135 -24.172 60 5 <27 - <44.8 -
AT20GJ140849-290023 212.207 -29.007 373 24 8 2 2.1 1
AT20GJ140856-075225 212.235 -7.874 857 43 14 2 1.7 1
AT20GJ140912-231550 212.300 -23.264 137 9 <7 - <5.5 -
AT20GJ140946-564727 212.443 -56.791 57 2 <6 - <13.4 -
AT20GJ140950-265737 212.459 -26.960 747 49 13 2 1.8 12
AT20GJ141025-871829 212.608 -87.308 53 3 <6 - <11.3 -
AT20GJ141104-030043 212.768 -3.012 123 6 <6 - <4.9 -
AT20GJ141127-533543 212.866 -53.595 51 1 - - - -
AT20GJ141220-163129 213.087 -16.525 120 8 <10 - <8.2 -
AT20GJ141309-652020 213.291 -65.339 97 5 <6 - <6.2 -
AT20GJ141314-281337 213.312 -28.227 107 7 <6 - <5.6 -
AT20GJ141327-342234 213.363 -34.376 71 3 - - - -
AT20GJ141336-071005 213.401 -7.168 150 6 <7 - <4.4 -
AT20GJ141341-563251 213.421 -56.548 66 1 - - - -
AT20GJ141517-435925 213.825 -43.990 70 2 - - - -
AT20GJ141520-095558 213.837 -9.933 119 5 <8 - <6.8 -
AT20GJ141521-150304 213.838 -15.051 66 4 <13 - <19.0 -
AT20GJ141526-370527 213.858 -37.091 235 12 <14 - <5.9 -
AT20GJ141527-655622 213.864 -65.940 87 2 <7 - <15.4 -
AT20GJ141529-180918 213.872 -18.155 63 4 <8 - <12.8 -
AT20GJ141548-070808 213.954 -7.136 77 4 <8 - <10.5 -
AT20GJ141601-292450 214.006 -29.414 122 8 <7 - <5.4 -
AT20GJ141612-241812 214.051 -24.303 56 4 <12 - <20.9 -
AT20GJ141634-170546 214.144 -17.096 166 11 7 2 4.0 39
AT20GJ141642-213155 214.176 -21.532 105 7 <8 - <7.5 -
AT20GJ141723-040047 214.350 -4.013 197 10 <9 - <4.6 -
AT20GJ141818-295824 214.577 -29.973 49 4 <24 - <48.4 -
AT20GJ141858-350942 214.745 -35.162 630 32 12 3 2.0 -14
AT20GJ141900-155538 214.750 -15.927 187 12 <6 - <3.4 -
AT20GJ141912-262730 214.803 -26.459 89 6 <8 - <9.4 -
AT20GJ141922-083830 214.844 -8.642 343 17 <10 - <2.8 -
AT20GJ141935-515458 214.897 -51.916 752 38 29 5 3.8 30
AT20GJ141949-192825 214.957 -19.474 117 8 <6 - <5.1 -
AT20GJ141954-685913 214.978 -68.987 64 3 <6 - <9.4 -
AT20GJ141955-142320 214.983 -14.389 116 6 <10 - <8.5 -
AT20GJ142001-374336 215.008 -37.727 119 6 13 4 10.8 40
AT20GJ142004-124458 215.020 -12.750 66 3 <7 - <10.9 -
AT20GJ142016-554905 215.069 -55.818 62 1 - - - -
AT20GJ142017-064208 215.074 -6.702 356 17 <7 - <1.9 -
AT20GJ142019-185606 215.081 -18.935 59 4 <10 - <16.8 -
AT20GJ142024-774339 215.102 -77.728 41 1 - - - -
AT20GJ142100-111819 215.251 -11.306 47 3 <10 - <20.4 -
AT20GJ142119-583822 215.333 -58.640 64 3 <6 - <9.3 -
AT20GJ142132-453712 215.386 -45.620 84 5 <12 - <13.9 -
AT20GJ142135-415320 215.396 -41.889 60 2 - - - -
AT20GJ142136-193119 215.404 -19.522 352 23 9 2 2.5 5
AT20GJ142137-575508 215.405 -57.919 72 1 - - - -
AT20GJ142138-482022 215.411 -48.340 240 12 <11 - <4.4 -
AT20GJ142143-200144 215.430 -20.029 78 5 <13 - <16.2 -
AT20GJ142201-563336 215.508 -56.560 64 1 - - - -
AT20GJ142232-560027 215.635 -56.008 194 4 <8 - <9.3 -
AT20GJ142237-230830 215.655 -23.142 296 20 <6 - <2.0 -
AT20GJ142249-272756 215.705 -27.466 288 10 <6 - <3.9 -
AT20GJ142340-221817 215.920 -22.305 147 9 <6 - <4.1 -
AT20GJ142343-782934 215.932 -78.493 417 21 20 4 4.9 85
AT20GJ142415-140703 216.066 -14.118 206 10 <7 - <3.2 -
AT20GJ142417-322553 216.075 -32.431 51 2 - - - -
AT20GJ142432-491349 216.134 -49.230 2642 132 207 4 7.8 84
AT20GJ142439-323758 216.163 -32.633 54 2 - - - -
AT20GJ142443-744159 216.180 -74.700 70 8 - - - -
AT20GJ142452-724116 216.217 -72.688 177 9 <6 - <3.4 -
AT20GJ142455-680758 216.231 -68.133 2019 98 <20 - <1.0 -
AT20GJ142523-251307 216.346 -25.219 151 10 <6 - <4.0 -
AT20GJ142529-295955 216.371 -29.999 195 10 <11 - <5.5 -
AT20GJ142550-042951 216.460 -4.498 114 6 <7 - <6.1 -
AT20GJ142606-223444 216.528 -22.579 51 4 <11 - <22.0 -
AT20GJ142626-444402 216.611 -44.734 149 8 <15 - <9.9 -
AT20GJ142636-585716 216.654 -58.955 49 1 - - - -
AT20GJ142655-021543 216.731 -2.262 219 11 <6 - <2.7 -
AT20GJ142701-502228 216.758 -50.375 60 1 - - - -
AT20GJ142704-463954 216.767 -46.665 65 2 - - - -
AT20GJ142741-330531 216.922 -33.092 795 40 <10 - <1.2 -
AT20GJ142756-420618 216.985 -42.105 2744 135 68 5 2.5 -50
AT20GJ142800-381722 217.002 -38.290 91 5 <14 - <15.1 -
AT20GJ142828-274151 217.118 -27.698 157 10 11 2 7.3 -28
AT20GJ142828-155309 217.118 -15.886 53 4 <17 - <32.1 -
AT20GJ142831-012409 217.130 -1.402 168 8 11 2 6.2 -49
AT20GJ142841-702121 217.175 -70.356 61 1 - - - -
AT20GJ142914-455203 217.311 -45.868 105 5 <7 - <6.6 -
AT20GJ142938-162250 217.410 -16.381 42 3 <10 - <24.5 -
AT20GJ142948-011251 217.453 -1.214 175 9 <7 - <3.8 -
AT20GJ143100-450101 217.752 -45.017 254 13 <15 - <5.8 -
AT20GJ143104-233404 217.769 -23.568 143 7 8 3 5.6 -76
AT20GJ143109-312038 217.788 -31.344 214 11 <10 - <4.8 -
AT20GJ143113-005237 217.805 -0.877 117 6 <6 - <5.1 -
AT20GJ143128-150928 217.868 -15.158 80 5 <7 - <9.4 -
AT20GJ143156-290317 217.983 -29.055 133 7 <9 - <6.5 -
AT20GJ143247-865621 218.197 -86.939 41 2 <6 - <14.6 -
AT20GJ143257-180136 218.240 -18.027 355 23 10 2 2.8 -12
AT20GJ143304-263431 218.269 -26.575 55 4 <14 - <25.0 -
AT20GJ143321-154845 218.339 -15.812 560 28 <9 - <1.7 -
AT20GJ143323-470157 218.348 -47.033 74 3 <10 - <19.0 -
AT20GJ143328-834108 218.367 -83.686 430 22 13 3 3.0 -43
AT20GJ143410-331704 218.542 -33.285 62 2 - - - -
AT20GJ143424-624000 218.602 -62.667 92 3 <7 - <7.2 -
AT20GJ143516-482147 218.820 -48.363 307 16 <13 - <4.2 -
AT20GJ143536-041040 218.901 -4.178 99 5 <6 - <6.0 -
AT20GJ143556-844110 218.986 -84.686 42 2 <6 - <14.4 -
AT20GJ143605-364020 219.022 -36.672 97 5 <11 - <10.8 -
AT20GJ143608-153609 219.034 -15.603 113 6 <12 - <10.3 -
AT20GJ143708-294718 219.287 -29.789 71 4 <9 - <13.1 -
AT20GJ143714-324447 219.312 -32.747 141 7 <10 - <6.8 -
AT20GJ143809-220454 219.539 -22.082 1062 53 12 3 1.2 -39
AT20GJ143810-312228 219.545 -31.375 491 25 16 2 3.3 80
AT20GJ143822-840730 219.592 -84.125 79 4 <6 - <7.6 -
AT20GJ143928-165904 219.870 -16.985 140 7 <8 - <5.6 -
AT20GJ143956-153150 219.987 -15.531 569 37 38 2 6.7 27
AT20GJ143959-271912 219.997 -27.320 123 6 <8 - <6.6 -
AT20GJ144002-835401 220.009 -83.901 110 5 <6 - <5.4 -
AT20GJ144030-523456 220.129 -52.582 72 2 <6 - <8.3 -
AT20GJ144119-330323 220.333 -33.057 268 14 <10 - <3.7 -
AT20GJ144123-345647 220.350 -34.946 124 7 <12 - <9.4 -
AT20GJ144145-152336 220.439 -15.393 120 6 <8 - <6.7 -
AT20GJ144208-320126 220.534 -32.024 85 5 <9 - <10.2 -
AT20GJ144232-540752 220.635 -54.131 138 7 <9 - <6.7 -
AT20GJ144312-221515 220.804 -22.254 73 5 <6 - <8.2 -
AT20GJ144340-060111 220.921 -6.020 173 9 <7 - <4.2 -
AT20GJ144346-631711 220.944 -63.287 62 3 6 2 10.2 38
AT20GJ144357-390839 220.988 -39.144 92 5 <10 - <10.4 -
AT20GJ144409-732837 221.040 -73.477 63 1 - - - -
AT20GJ144458-085941 221.243 -8.995 296 15 <6 - <2.0 -
AT20GJ144509-161411 221.290 -16.236 203 10 <8 - <4.0 -
AT20GJ144528-571959 221.367 -57.333 64 3 <6 - <9.3 -
AT20GJ144529-292046 221.375 -29.346 51 5 <39 - <76.5 -
AT20GJ144544-244541 221.434 -24.762 196 10 <10 - <4.9 -
AT20GJ144553-162901 221.472 -16.484 358 18 <13 - <3.6 -
AT20GJ144555-303705 221.483 -30.618 241 12 <8 - <3.2 -
AT20GJ144616-470916 221.571 -47.155 52 3 <6 - <11.7 -
AT20GJ144719-340914 221.833 -34.154 47 2 - - - -
AT20GJ144815-162024 222.062 -16.340 373 19 22 4 5.9 -79
AT20GJ144833-402625 222.138 -40.440 69 2 - - - -
AT20GJ144851-112215 222.213 -11.371 175 8 <6 - <3.4 -
AT20GJ144916-004518 222.319 -0.755 216 11 <8 - <3.8 -
AT20GJ144939-213925 222.417 -21.657 179 9 <9 - <5.2 -
AT20GJ145015-361939 222.565 -36.328 139 7 <11 - <8.2 -
AT20GJ145035-561452 222.646 -56.248 152 8 <6 - <3.9 -
AT20GJ145056-331904 222.736 -33.318 112 6 <9 - <8.3 -
AT20GJ145102-232931 222.760 -23.492 93 4 <12 - <13.3 -
AT20GJ145104-750935 222.770 -75.160 42 1 - - - -
AT20GJ145147-012736 222.947 -1.460 241 12 <7 - <2.9 -
AT20GJ145155-464330 222.981 -46.725 67 2 - - - -
AT20GJ145202-501206 223.008 -50.202 58 1 - - - -
AT20GJ145205-385118 223.022 -38.855 60 3 - - - -
AT20GJ145239-650203 223.166 -65.034 163 8 <6 - <3.7 -
AT20GJ145247-342101 223.197 -34.350 88 5 <9 - <9.9 -
AT20GJ145256-171400 223.234 -17.233 54 3 <11 - <20.1 -
AT20GJ145258-131924 223.242 -13.323 212 11 <6 - <2.8 -
AT20GJ145307-535258 223.283 -53.883 70 3 <6 - <8.5 -
AT20GJ145338-565532 223.410 -56.926 42 2 <6 - <14.4 -
AT20GJ145344-252247 223.434 -25.380 187 10 <8 - <4.2 -
AT20GJ145402-340056 223.510 -34.016 219 11 <13 - <6.2 -
AT20GJ145427-374733 223.614 -37.792 1886 88 87 5 4.6 -87
AT20GJ145432-401232 223.637 -40.209 522 26 <11 - <2.1 -
AT20GJ145446-250512 223.695 -25.087 199 10 <9 - <4.7 -
AT20GJ145501-042018 223.756 -4.338 120 5 <10 - <8.0 -
AT20GJ145502-170014 223.762 -17.004 104 5 <6 - <6.1 -
AT20GJ145508-494753 223.785 -49.798 152 8 <13 - <8.5 -
AT20GJ145508-315832 223.787 -31.976 256 13 17 3 6.6 -7
AT20GJ145509-365508 223.790 -36.919 198 10 <10 - <5.2 -
AT20GJ145527-715102 223.863 -71.851 50 2 <6 - <12.1 -
AT20GJ145553-520044 223.974 -52.012 75 4 <6 - <8.0 -
AT20GJ145555-110859 223.980 -11.150 349 15 <10 - <3.2 -
AT20GJ145603-544141 224.015 -54.695 49 3 <6 - <12.3 -
AT20GJ145604-561837 224.017 -56.310 164 8 <9 - <5.7 -
AT20GJ145614-433955 224.061 -43.665 50 2 - - - -
AT20GJ145641-061743 224.172 -6.295 337 16 15 3 4.4 -16
AT20GJ145706-360501 224.276 -36.084 171 9 <7 - <4.4 -
AT20GJ145713-424836 224.304 -42.810 308 16 <17 - <5.6 -
AT20GJ145719-075153 224.330 -7.865 115 6 <7 - <6.0 -
AT20GJ145726-353910 224.361 -35.653 899 45 <11 - <1.2 -
AT20GJ145739-245649 224.415 -24.947 137 7 <7 - <4.8 -
AT20GJ145748-610944 224.453 -61.162 114 5 7 2 5.8 -73
AT20GJ145836-400807 224.651 -40.135 127 7 <11 - <8.3 -
AT20GJ145915-365548 224.816 -36.930 238 12 23 3 9.5 14
AT20GJ145924-164136 224.853 -16.693 83 5 <9 - <10.8 -
